[ID].json,label,statement,subject(s),speaker,speaker's job title,state info,party affiliation,barely true counts,false counts,half true counts,mostly true counts,pants on fire counts,venue
9559.json,FALSE,"Thanks to #ObamaCare, average E.R. wait in California is 5 hours.",health-care,reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2,12,8,3,1,a tweet
782.json,half-true,"Obama ""voted for ... $3-million for an overhead projector at a planetarium in Chicago.""",federal-budget,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"a debate in Nashville, Tenn."
11823.json,TRUE,It is rare that a retirement grade determination is conducted for an officer previously retired from the U.S. armed forces.,"afghanistan,congress,military",jack-reed,U.S. Senator,Rhode Island,democrat,1,0,2,1,0,a letter
9314.json,FALSE,Says Rep. Justin Amash votes more with the Democrats than with the Republicans.,"congress,voting-record",mike-rogers,national security commentator for CNN,Michigan,republican,1,1,1,2,1,an article published by Politico
5138.json,barely-true,Says Mitt Romney runs away from Ronald Reagan.,"candidates-biography,message-machine-2012",newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,a campaign ad
12704.json,mostly-true,We have the lowest percentage of Americans actually holding a job in 40 years.,"economy,jobs",jeff-sessions,,Alabama,republican,2,2,2,1,0,a speech at the Republican National Convention in Cleveland
3250.json,barely-true,Says John Kitzhabers proposed budget for upcoming biennium represents 8 percent increase over last,"education,state-budget",shawn-lindsay,state representative,Oregon,republican,1,1,0,0,0,an e-mail
12885.json,half-true,Undocumented immigrantspay $12 billion a year into Social Security.,"immigration,social-security",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,remarks at journalists' convention
3983.json,half-true,"Says Miami-Dade mayoral candidate Julio Robaina has the highest salary among Florida mayors. More than $260,000.",candidates-biography,common-sense-now,,Florida,none,0,0,1,0,0,an ad
4879.json,TRUE,"The balanced-budget amendment once came within one vote of passing Congress but was defeated because of the no vote from a top Senate Republican, and Rick Santorum says he stood up and called for him to resign his chairmanship.","federal-budget,new-hampshire-2012",rick-santorum,,Pennsylvania,republican,12,16,13,7,5,"an op-ed in the ""New Hampshire Union Leader"""
6283.json,pants-fire,Says raising the state income tax rate on millionaires to offset property taxes for other residents is not a tax increase. Its a tax shift.,taxes,lou-greenwald,State Assemblyman,New Jersey,democrat,0,1,1,2,2,an interview on 6abc’s “Inside Story”
9367.json,half-true,"Since 2000, Texas has reduced harmful pollutants in the air like nitrogen oxide by 62.5 percent, and ozone by 23 percent--a reduction that is 12 percent greater than the national average.",environment,rick-perry,Governor,Texas,republican,30,30,42,23,18,a letter to President Barack Obama
12405.json,FALSE,"Californias Capitol building is second only to Disneyland, among visitor sites in the state.",tourism,richard-pan,State Senator,California,democrat,0,1,0,0,0,remarks at a Capitol budget hearing
10662.json,TRUE,"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion.","deficit,federal-budget",tom-price,Congressman,Georgia,republican,1,2,5,3,0,the 2016 Budget Resolution from House Budget Committee
9936.json,pants-fire,SaysPresident Obama hijacked the farm bill (and) turned it into a food stamp bill.,"agriculture,congress,voting-record,welfare",tom-cotton,U.S. House of Representatives,Arkansas,republican,3,4,2,3,1,a campaign ad
6575.json,mostly-true,"Wealthy taxpayers, not middle-income earners, get most of the deductions in the tax code.","income,taxes,wealth",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,an interview
8456.json,mostly-true,Saysthere are actually more people in poverty now than there were when we started the War on Poverty.,"poverty,welfare",jason-conger,legislator,Oregon,republican,0,1,0,1,0,a campaign speech.
10138.json,barely-true,Georgia has elected more African-American leaders than any other state in the country.,"diversity,elections",nathan-deal,,,republican,9,5,11,11,0,an Atlanta Journal-Constitution story
9293.json,pants-fire,There are over 200 documented cases where (Obama) has lied.,ethics,wayne-rogers,,,none,0,0,0,0,1,"a broadcast of ""Cashin' In"" on Fox News"
4630.json,FALSE,Says Barack Obama never worked in the private sector before he was elected president.,"candidates-biography,new-hampshire-2012",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a debate at Dartmouth College in Hanover, N.H."
2622.json,FALSE,"Ive also offered a plan that can help (fix Social Security) thats supported by Robert Reich, secretary of labor previously, in a previous administration.",social-security,charlie-crist,,Florida,democrat,15,9,20,19,2,an ABC News U.S. Senate debate.
4660.json,FALSE,"Says Wisconsin Gov. Scott Walkers actions are directly responsible for killing at least 15,000 jobs.","jobs,state-budget",brett-hulsey,,,democrat,1,3,0,0,0,a news release
3732.json,half-true,"Gwinnett Medical Center is operating in the negative, in part, because of illegal immigrants.","health-care,immigration",renee-unterman,State Senator,Georgia,republican,0,0,2,0,0,a speech
10920.json,TRUE,"47 percent of Americanscant pay for an unexpected $400 expense through savings or credit cards, without selling something or borrowing money.","economy,income",hunter-schwarz,,,none,0,0,0,0,0,"a ""Washington Post"" article"
1575.json,TRUE,House Appropriations Chair David Obey's partial earmark ban wouldn't apply to 90% of earmarks.,federal-budget,jim-demint,"President, Heritage Foundation",South Carolina,republican,4,4,0,0,1,a message on Twitter
11626.json,half-true,Ron Johnson said specifically that he hopes the first steps occur to privatize the Veterans Administration.,"government-efficiency,health-care,public-health,veterans",russ-feingold,,Wisconsin,democrat,2,4,7,5,1,an interview
11806.json,mostly-true,"Under Ted Cruzs tax plan, businesses will now have to pay 16 percent on the money they make. They will also have to pay 16 percent on the money they pay their employees.",taxes,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,"Republican presidential debate in North Charleston, S.C."
11263.json,FALSE,The most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by CO2.,"climate-change,polls,science",rick-santorum,,Pennsylvania,republican,12,16,13,7,5,an interview with Bill Maher.
342.json,FALSE,"While others place their hands over their hearts, Obama turns his back to the flag and slouches.",patriotism,chain-email,,,none,11,43,8,5,105,a chain e-mail sent to many people.
1811.json,FALSE,"Steve Poizner ""increased his department's budget nearly 14 percent.""","candidates-biography,elections,financial-regulation,message-machine",meg-whitman,,California,republican,0,1,1,1,0,a campaign commerical
2017.json,mostly-true,"As a senator, Barack Obama supported ""an amendment that basically gutted the legal temporary worker program.""","immigration,abc-news-week,workers",john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,"an interview on ""This Week."""
2624.json,TRUE,"Ken Buck wants to outlaw abortion, even in cases of rape or incest.","abortion,message-machine",michael-bennet,,Colorado,democrat,0,0,1,0,0,a campaign ad
12260.json,FALSE,"While Mayor Kenney personally doesnt support DROP, he cant fault highly qualified city employees for appropriately utilizing a benefit thats available to them.",city-government,lauren-hitt,Mayor Jim Kenney's director of communications,Pennsylvania,democrat,0,0,0,0,0,To the media
12082.json,half-true,"Republicans control the U.S. Senate with 54 seats, but those 54 senators were elected by only two-thirds the number of voters who elected the Democrats. In the Senate, the majority party represents a minority of the people.","congress,congressional-rules,history,pundits,supreme-court",roy-zimmerman,"singer, songwriter, progressive activist",California,activist,0,0,1,0,0,a YouTube video
4061.json,mostly-true,Forty percent of union members voted Republican in 2008.,"elections,labor,workers",bill-kristol,"Editor, the Weekly Standard","Washington, D.C.",none,0,1,0,3,0,"an interview on ""Fox News Sunday"""
5385.json,TRUE,Says Scott Walker enacted the biggest cuts to education in our states history.,"education,state-budget,state-finances",kathleen-falk,,,democrat,1,3,3,1,0,a speech announcing her candidacy
6502.json,half-true,"Under the presidents plan, he cuts Medicare by $716 billion, takes that money out of the Medicare trust fund and uses it to pay for Obamacare.","health-care,medicare,10-news-tampa-bay",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,an interview
12883.json,barely-true,Says Gov. Rick Scott cut nearly $1 million from mosquito control and closed down the states mosquito research lab a few years ago.,state-budget,debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7,9,8,15,3,a town hall in Broward County 
4487.json,pants-fire,Says Wisconsin Gov. Scott Walker is denying Democrats the right to vote.,elections,democratic-governors-association,,,democrat,1,0,0,0,2,an online ad
5708.json,mostly-true,"Lean, finely textured beef is the proper name [not pink slime], and it is a safe, widely used product.",food-safety,gary-black,Commissioner of Agriculture,Georgia ,republican,0,0,1,1,0,a press conference
1956.json,FALSE,"When George Bush took office, President Clinton, a Democrat, and the Democratic Congress at the time had left an annual budget that was in surplus.","federal-budget,history",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2,3,2,7,0,a Senate floor speech
1700.json,pants-fire,Says the new health care law delivers a $13 billion tax increase on families with special needs.,health-care,john-carter,U.S. House of Representatives,Texas,republican,0,3,1,2,2,a Twitter message
4539.json,mostly-true,"Says Every year air pollution protections are delayed, another 34,000 people will die prematurely.","environment,government-regulation,public-health",earl-blumenauer,U.S. representative,Oregon,democrat,0,1,1,1,0,a House floor speech
1942.json,mostly-true,The Tampa Bay Rays prices have been judged the most affordable in all of professional sports.,"baseball,economy,florida",stuart-sternberg,Tampa Bay Rays owner,Florida,none,0,0,0,1,0,a press statement
6435.json,TRUE,The property appraisers budget is $1 million less today than when I took office 16 years ago.,county-budget,rob-turner,Hillsborough County Property Appraiser,Florida,republican,0,0,0,1,0,an email interview with the Tampa Bay Times
29.json,TRUE,"Let's pay attention to kids who are not going to college, which ends up being about 60 percent of the kids... and get them trained for the jobs that are there. Because, you know, there are auto mechanic jobs paying $50,000, $60,000 that they can't get filled. There are airline mechanic jobs paying a lot of money that can't get filled. Remarks at AFSCME forum 6/19/2007",economy,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,
8193.json,FALSE,I am every year the No.1 pick of all of the law enforcement agencies within Texas.,"candidates-biography,crime,criminal-justice",david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,"a telephone call to the Allen, Texas, police department."
